source ,hyperlink ,locality ,postcode ,house_is ,property_subtype ,price ,sale ,rooms_number ,area ,kitchen_has ,furnished ,open_fire ,terrace ,terrace_area ,garden ,garden_area ,land_surface ,Swimming pool,land_plot_surface ,facades_number,swimming_pool_has ,building_state 
2,https://www.realo.be/en/rue-de-marcasse-9-7340-wasmes/665390?l=1599561294,"Rue de marcasse 9, 7340 Wasmes, Colfontaine",,True,House,"



162000

									€ 162.000
					",,3,85m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/1300-wavre/5201714?l=1707756112,Ground floor for sale in Wavre,,False,Flat,"



198000

									€ 198.000
					",,2,75m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/6030-marchienne-au-pont/5206725?l=392935521,"Marchienne Etat, 6030 Marchienne-au-Pont, Charleroi",,True,House,"



320000

									€ 320.000
					",,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/boulevard-auguste-reyers-8-1030-schaerbeek/143576?cl=1880109676%2C1458592135%2C1062594959%2C402809738,"Boulevard Auguste Reyers 8, 1030 Schaerbeek",,False,Flat,0,,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pieter-colpaertsteeg-1-9000-gent/4352567?l=109784694,Residence for sale in Gent,,True,House,"



498000

									€ 498.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/braemstraat-84-9050-gentbrugge/4259282?l=1672585341,Residence for sale in Gentbrugge,,True,House,"



489000

									€ 489.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/boerenkrijgsingel-25-3500-hasselt/4743694?l=1333664376,Flat - Apartment for sale in Hasselt,,False,Flat,"



295000

									€ 295.000
					",,2,96m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rijksweg-983-3650-elen/4993423?l=673487879,Residence for sale in Elen,,True,House,"



395000

									€ 395.000
					",,3,96m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/grauwe-broedersstraat-38-8600-diksmuide/3386041?l=1514406420,Residence for sale in Diksmuide,,True,House,"



189000

									€ 189.000
					",,3,90m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-jerome-noel-15-1325-chaumont-gistoux/1664030?l=1614806558,Residence for sale in Chaumont-Gistoux,,True,House,"



625000

									€ 625.000
					",,5,300m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/papdijk-7-9185-wachtebeke/4461298?l=1306816549,Residence for sale in Wachtebeke,,True,House,"



675000

									€ 675.000
					",,4,342m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-marconi-104-1190-forest/88412?l=915597856,Residence for sale in Vorst,,True,House,"



315000

									€ 315.000
					",,2,118m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vrijheidsstraat-4-8530-harelbeke/3494016?l=2131093034,Residence for sale in Harelbeke,,True,House,"



165000

									€ 165.000
					",,4,136m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/varenstraat-156-2620-hemiksem/2051454?l=1479694385,Residence for sale in Hemiksem,,True,House,"



399000

									€ 399.000
					",,2,136m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/donkerlei-7-2800-mechelen/2303079?l=100192828,Residence for sale in Mechelen,,True,House,"



307000

									€ 307.000
					",,5,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/koning-albertstraat-21-8210-veldegem/3328999?cl=40250329%2C741845021,"Koning Albertstraat 21, 8210 Veldegem, Zedelgem",,False,Flat,0,,5,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/spanjaardstraat-18-8610-kortemark/3406153?l=898079214,Residence for sale in Kortemark,,True,House,"



339950

									€ 339.950
					",,4,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/peterseliestraat-98-8000-brugge/3267014?l=2054854128,Residence for sale in Brugge,,True,House,"



349000

									€ 349.000
					",,3,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/burgemeester-potiaulaan-48-9200-sint-gillis-bij-dendermonde/4053989?l=839776139,Flat - Apartment for sale in Dendermonde,,False,Flat,"



289000

									€ 289.000
					",,3,148m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/stationsstraat-100-9850-landegem/4443224?cl=523921814%2C632120728%2C1226142540%2C753163330,"Stationsstraat 100, 9850 Landegem, Deinze",,False,Flat,0,,3,148m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lestpolder-63-9506-zandbergen/3953094?l=1948313972,"Lestpolder 63, 9506 Zandbergen, Grimminge",,True,House,"



199000

									€ 199.000
					",,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/urbanizacion-torremar-178-29604-marbella/1?cl=1473170345%2C786069303%2C1788152672%2C398401425,Belgium,,True,House,0,,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lispersteenweg-21-2500-lier/2286656?l=497141683,Residence for sale in Lier,,True,House,"



267000

									€ 267.000
					",,4,176m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/evendijk-west-29-8370-uitkerke/3209459?l=2037266878,Residence for sale in Uitkerke,,True,House,"



275000

									€ 275.000
					",,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/peperstraat-20-9000-ghent/4351601?l=571781957,Flat - Apartment for sale in Gent,,False,Flat,"



379000

									€ 379.000
					",,2,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vrijheidstraat-48-2850-boom/1986848?l=828545873,Duplex for sale in Boom,,False,Flat,"



259000

									€ 259.000
					",,2,170m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ermietshoek-1-8480-ichtegem/3629636?l=1265327873,"Ermietshoek 1 b, 8480 Ichtegem",,True,House,"



397000

									€ 397.000
					",,4,225m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202369?l=1051529894,"De Lac, 8300 Knokke",,False,Flat,"



795000

									€ 795.000
					",,3,180m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/piers-de-raveschootlaan-8300-knokke/3368159?l=399856744,"Piers de raveschootlaan, 8300 Knokke",,False,Flat,"



447500

									€ 447.500
					",,2,75m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202366?l=2030567731,"Knokke Heilig Hart, 8300 Knokke",,False,Flat,"



430000

									€ 430.000
					",,1,66m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202368?l=137054680,"Elisabethlaan - Het Zoute, 8300 Knokke, Knokke het zoute",,False,Flat,"



850000

									€ 850.000
					",,2,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/oude-vierschaarstraat-3-9831-deurle/4454108?l=844823827,"Oude vierschaarstraat 3, 9831 Deurle",,True,House,"



875000

									€ 875.000
					",,5,500m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/omstraat-3720-kortessem/5032626?l=1929989680&cl=1149833108%2C1755571377%2C1739917435%2C1130594822%2C740819981%2C164986376%2C1921249303%2C1581804050%2C997649433%2C1680041508%2C1105844259%2C714494510%2C375182389,"Omstraat, 3720 Kortessem",,False,Newbuild project,0,,5,From 125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lentelaan-13-8301-duinbergen/3357965?l=226294686,Flat - Apartment for sale in Duinbergen,,False,Flat,"



446000

									€ 446.000
					",,2,65m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/2610-wilrijk/5196806?l=565674387,"Sint-Augustinus, 2610 Wilrijk, Antwerpen",,True,House,"



1620000

									€ 1.620.000
					",,6,660m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/paul-lebrunstraat-26-3000-leuven/3088282?l=1406662560,Flat - Apartment for sale in Leuven,,False,Flat,"



290000

									€ 290.000
					",,2,105m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-docteur-hubert-dubois-32-7830-silly/769045?l=1165452721,Villa for sale in Silly,,True,House,"



359500

									€ 359.500
					",,3,184m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-la-granitiere-hanuise-25a-1-2-7060-soignies/5236079?l=775806908,Flat - Apartment for sale in Soignies,,False,Flat,"



198650

									€ 198.650
					",,3,97m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/descampsplein-10-8370-blankenberge/5688201?l=199905723,Flat - Apartment for sale in Blankenberge,,False,Flat,"



150000

									€ 150.000
					",,1,74m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ijzerenmolenstraat-142-3001-heverlee/3064120?l=1024182088,Flat - Apartment for sale in Heverlee,,False,Flat,"



439000

									€ 439.000
					",,3,144m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/broeders-van-liefdestraat-1-9900-eeklo/4145975?cl=1714436439%2C749417817%2C1140765522%2C139571044%2C1964908899%2C708952073%2C972987954,"Broeders van Liefdestraat 1, 9900 Eeklo",,True,House,0,,3,144m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/westhinderstraat-ii-8670-oostduinkerke/3874554?l=1589943150,Residence for sale in Oostduinkerke,,True,House,"



179000

									€ 179.000
					",,3,144m2,No,Yes,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/bassevillestraat-8434-westende/3635213?l=947874582,Residence for sale in Westende,,True,House,"



264000

									€ 264.000
					",,3,84m2,No,Yes,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-neuve-6-7640-antoing/856516?l=784483571,"Rue neuve 6, 7640 Antoing",,True,House,"



59000

									€ 59.000
					",,2,131m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/van-gansenstraat-9-2250-olen/2547123?l=1132664977,"Van gansenstraat 9, 2250 Olen",,True,House,"



192500

									€ 192.500
					",,2,131m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-l'arsenal-7-1-7500-tournai/891103?l=141956251,"Rue de l'arsenal 7/1, 7500 Tournai",,False,Flat,"



60000

									€ 60.000
					",,2,23m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/1180-uccle/5194020?l=758638777,1180 Uccle,,False,Flat,"



330000

									€ 330.000
					",,2,85m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/61775-1060-saint-gilles/5194017?cl=1940579395%2C1980244140,1060 Saint-Gilles,,False,Flat,0,,2,85m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-marcasse-9-7340-wasmes/665390?l=1599561294,"Rue de marcasse 9, 7340 Wasmes, Colfontaine",,True,House,"



162000

									€ 162.000
					",,3,85m2,No,No,Yes,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/1300-wavre/5201714?l=1707756112,Ground floor for sale in Wavre,,False,Flat,"



198000

									€ 198.000
					",,2,75m2,No,No,Yes,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/6030-marchienne-au-pont/5206725?l=392935521,"Marchienne Etat, 6030 Marchienne-au-Pont, Charleroi",,True,House,"



320000

									€ 320.000
					",,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/boulevard-auguste-reyers-8-1030-schaerbeek/143576?cl=1880109676%2C1458592135%2C1062594959%2C402809738,"Boulevard Auguste Reyers 8, 1030 Schaerbeek",,False,Flat,0,,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/braemstraat-84-9050-gentbrugge/4259282?l=1672585341,Residence for sale in Gentbrugge,,True,House,"



489000

									€ 489.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pieter-colpaertsteeg-1-9000-gent/4352567?l=109784694,Residence for sale in Gent,,True,House,"



498000

									€ 498.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/boerenkrijgsingel-25-3500-hasselt/4743694?l=1333664376,Flat - Apartment for sale in Hasselt,,False,Flat,"



295000

									€ 295.000
					",,2,96m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rijksweg-983-3650-elen/4993423?l=673487879,Residence for sale in Elen,,True,House,"



395000

									€ 395.000
					",,3,96m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/grauwe-broedersstraat-38-8600-diksmuide/3386041?l=1514406420,Residence for sale in Diksmuide,,True,House,"



189000

									€ 189.000
					",,3,90m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-jerome-noel-15-1325-chaumont-gistoux/1664030?l=1614806558,Residence for sale in Chaumont-Gistoux,,True,House,"



625000

									€ 625.000
					",,5,300m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/papdijk-7-9185-wachtebeke/4461298?l=1306816549,Residence for sale in Wachtebeke,,True,House,"



675000

									€ 675.000
					",,4,342m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-marconi-104-1190-forest/88412?l=915597856,Residence for sale in Vorst,,True,House,"



315000

									€ 315.000
					",,2,118m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vrijheidsstraat-4-8530-harelbeke/3494016?l=2131093034,Residence for sale in Harelbeke,,True,House,"



165000

									€ 165.000
					",,4,136m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/varenstraat-156-2620-hemiksem/2051454?l=1479694385,Residence for sale in Hemiksem,,True,House,"



399000

									€ 399.000
					",,2,136m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/donkerlei-7-2800-mechelen/2303079?l=100192828,Residence for sale in Mechelen,,True,House,"



307000

									€ 307.000
					",,5,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/koning-albertstraat-21-8210-veldegem/3328999?cl=40250329%2C741845021,"Koning Albertstraat 21, 8210 Veldegem, Zedelgem",,False,Flat,0,,5,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/spanjaardstraat-18-8610-kortemark/3406153?l=898079214,Residence for sale in Kortemark,,True,House,"



339950

									€ 339.950
					",,4,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/peterseliestraat-98-8000-brugge/3267014?l=2054854128,Residence for sale in Brugge,,True,House,"



349000

									€ 349.000
					",,3,146m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/burgemeester-potiaulaan-48-9200-sint-gillis-bij-dendermonde/4053989?l=839776139,Flat - Apartment for sale in Dendermonde,,False,Flat,"



289000

									€ 289.000
					",,3,148m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/stationsstraat-100-9850-landegem/4443224?cl=523921814%2C632120728%2C1226142540%2C753163330,"Stationsstraat 100, 9850 Landegem, Deinze",,False,Flat,0,,3,148m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lestpolder-63-9506-zandbergen/3953094?l=1948313972,"Lestpolder 63, 9506 Zandbergen, Grimminge",,True,House,"



199000

									€ 199.000
					",,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/urbanizacion-torremar-178-29604-marbella/1?cl=1473170345%2C786069303%2C1788152672%2C398401425,Belgium,,True,House,0,,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lispersteenweg-21-2500-lier/2286656?l=497141683,Residence for sale in Lier,,True,House,"



267000

									€ 267.000
					",,4,176m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/evendijk-west-29-8370-uitkerke/3209459?l=2037266878,Residence for sale in Uitkerke,,True,House,"



275000

									€ 275.000
					",,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/peperstraat-20-9000-ghent/4351601?l=571781957,Flat - Apartment for sale in Gent,,False,Flat,"



379000

									€ 379.000
					",,2,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vrijheidstraat-48-2850-boom/1986848?l=828545873,Duplex for sale in Boom,,False,Flat,"



259000

									€ 259.000
					",,2,170m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ermietshoek-1-8480-ichtegem/3629636?l=1265327873,"Ermietshoek 1 b, 8480 Ichtegem",,True,House,"



397000

									€ 397.000
					",,4,225m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202369?l=1051529894,"De Lac, 8300 Knokke",,False,Flat,"



795000

									€ 795.000
					",,3,180m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/piers-de-raveschootlaan-8300-knokke/3368159?l=399856744,"Piers de raveschootlaan, 8300 Knokke",,False,Flat,"



447500

									€ 447.500
					",,2,75m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202366?l=2030567731,"Knokke Heilig Hart, 8300 Knokke",,False,Flat,"



430000

									€ 430.000
					",,1,66m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202368?l=137054680,"Elisabethlaan - Het Zoute, 8300 Knokke, Knokke het zoute",,False,Flat,"



850000

									€ 850.000
					",,2,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/oude-vierschaarstraat-3-9831-deurle/4454108?l=844823827,"Oude vierschaarstraat 3, 9831 Deurle",,True,House,"



875000

									€ 875.000
					",,5,500m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/omstraat-3720-kortessem/5032626?l=1929989680&cl=1149833108%2C1755571377%2C1739917435%2C1130594822%2C740819981%2C164986376%2C1921249303%2C1581804050%2C997649433%2C1680041508%2C1105844259%2C714494510%2C375182389,"Omstraat, 3720 Kortessem",,False,Newbuild project,0,,5,From 125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lentelaan-13-8301-duinbergen/3357965?l=226294686,Flat - Apartment for sale in Duinbergen,,False,Flat,"



446000

									€ 446.000
					",,2,65m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/2610-wilrijk/5196806?l=565674387,"Sint-Augustinus, 2610 Wilrijk, Antwerpen",,True,House,"



1620000

									€ 1.620.000
					",,6,660m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/paul-lebrunstraat-26-3000-leuven/3088282?l=1406662560,Flat - Apartment for sale in Leuven,,False,Flat,"



290000

									€ 290.000
					",,2,105m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-docteur-hubert-dubois-32-7830-silly/769045?l=1165452721,Villa for sale in Silly,,True,House,"



359500

									€ 359.500
					",,3,184m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-la-granitiere-hanuise-25a-1-2-7060-soignies/5236079?l=775806908,Flat - Apartment for sale in Soignies,,False,Flat,"



198650

									€ 198.650
					",,3,97m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/descampsplein-10-8370-blankenberge/5688201?l=199905723,Flat - Apartment for sale in Blankenberge,,False,Flat,"



150000

									€ 150.000
					",,1,74m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ijzerenmolenstraat-142-3001-heverlee/3064120?l=1024182088,Flat - Apartment for sale in Heverlee,,False,Flat,"



439000

									€ 439.000
					",,3,144m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/broeders-van-liefdestraat-1-9900-eeklo/4145975?cl=1714436439%2C749417817%2C1140765522%2C139571044%2C1964908899%2C708952073%2C972987954,"Broeders van Liefdestraat 1, 9900 Eeklo",,True,House,0,,3,144m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/westhinderstraat-ii-8670-oostduinkerke/3874554?l=1589943150,Residence for sale in Oostduinkerke,,True,House,"



179000

									€ 179.000
					",,3,144m2,No,Yes,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/henri-jasparlaan-126-8434-westende/3639924?cl=383714561%2C1938063116%2C1555230987%2C1322411800,"Henri Jasparlaan 126, 8434 Westende, Middelkerke",,False,Flat,0,,3,144m2,No,Yes,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-neuve-6-7640-antoing/856516?l=784483571,"Rue neuve 6, 7640 Antoing",,True,House,"



59000

									€ 59.000
					",,2,131m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/van-gansenstraat-9-2250-olen/2547123?l=1132664977,"Van gansenstraat 9, 2250 Olen",,True,House,"



192500

									€ 192.500
					",,2,131m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-l'arsenal-7-1-7500-tournai/891103?l=141956251,"Rue de l'arsenal 7/1, 7500 Tournai",,False,Flat,"



60000

									€ 60.000
					",,2,23m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/61775-1060-saint-gilles/5194017?cl=1940579395%2C1980244140,1060 Saint-Gilles,,False,Flat,0,,2,23m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/1180-uccle/5194020?l=758638777,1180 Uccle,,False,Flat,"



330000

									€ 330.000
					",,2,85m2,No,No,No,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/rue-de-marcasse-9-7340-wasmes/665390?l=1599561294,"Rue de marcasse 9, 7340 Wasmes, Colfontaine",,True,House,"



162000

									€ 162.000
					",,3,85m2,No,No,Yes,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/1300-wavre/5201714?l=1707756112,Ground floor for sale in Wavre,,False,Flat,"



198000

									€ 198.000
					",,2,75m2,No,No,Yes,No,,No,,,Yes,,,,No
2,https://www.realo.be/en/6030-marchienne-au-pont/5206725?l=392935521,"Marchienne Etat, 6030 Marchienne-au-Pont, Charleroi",,True,House,"



320000

									€ 320.000
					",,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/boulevard-auguste-reyers-8-1030-schaerbeek/143576?cl=1880109676%2C1458592135%2C1062594959%2C402809738,"Boulevard Auguste Reyers 8, 1030 Schaerbeek",,False,Flat,0,,6,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
